Freq.	V(n002)
4.07380277804111e+01	7.97067924540313e-01,-1.70017628848476e-01
4.16869383470333e+01	7.95436513465142e-01,-1.73621756319220e-01
4.26579518801591e+01	7.93735358797986e-01,-1.77285962573147e-01
4.36515832240164e+01	7.91961812544928e-01,-1.81010122897382e-01
4.46683592150961e+01	7.90113156627600e-01,-1.84794021134262e-01
4.57088189614873e+01	7.88186603926874e-01,-1.88637343411325e-01
4.67735141287196e+01	7.86179299674632e-01,-1.92539671648810e-01
4.78630092322636e+01	7.84088323224144e-01,-1.96500476853544e-01
4.89778819368444e+01	7.81910690230824e-01,-2.00519112210722e-01
5.01187233627270e+01	7.79643355276146e-01,-2.04594805987856e-01
5.12861383991362e+01	7.77283214968432e-01,-2.08726654268284e-01
5.24807460249770e+01	7.74827111554962e-01,-2.12913613534996e-01
5.37031796370250e+01	7.72271837080341e-01,-2.17154493129138e-01
5.49540873857622e+01	7.69614138126319e-01,-2.21447947611507e-01
5.62341325190346e+01	7.66850721168197e-01,-2.25792469059488e-01
5.75439937337154e+01	7.63978258582531e-01,-2.30186379336353e-01
5.88843655355586e+01	7.60993395340039e-01,-2.34627822374511e-01
6.02559586074355e+01	7.57892756416357e-01,-2.39114756519223e-01
6.16595001861479e+01	7.54672954951498e-01,-2.43644946984382e-01
6.30957344480190e+01	7.51330601186551e-01,-2.48215958477254e-01
6.45654229034652e+01	7.47862312203208e-01,-2.52825148054430e-01
6.60693448007593e+01	7.44264722488089e-01,-2.57469658276728e-01
6.76082975391978e+01	7.40534495339495e-01,-2.62146410736173e-01
6.91830970918933e+01	7.36668335129135e-01,-2.66852100033610e-01
7.07945784384134e+01	7.32663000425434e-01,-2.71583188290676e-01
7.24435960074986e+01	7.28515317978303e-01,-2.76335900284824e-01
7.41310241300914e+01	7.24222197557592e-01,-2.81106219300662e-01
7.58577575029180e+01	7.19780647628937e-01,-2.85889883794995e-01
7.76247116628688e+01	7.15187791841308e-01,-2.90682384976415e-01
7.94328234724277e+01	7.10440886290264e-01,-2.95478965403051e-01
8.12830516164095e+01	7.05537337509767e-01,-3.00274618703893e-01
8.31763771102667e+01	7.00474721133500e-01,-3.05064090529944e-01
8.51138038202372e+01	6.95250801153951e-01,-3.09841880840989e-01
8.70963589956076e+01	6.89863549694229e-01,-3.14602247632046e-01
8.91250938133741e+01	6.84311167193831e-01,-3.19339212200249e-01
9.12010839355905e+01	6.78592102895398e-01,-3.24046566047999e-01
9.33254300796986e+01	6.72705075505251e-01,-3.28717879511469e-01
9.54992586021431e+01	6.66649093886206e-01,-3.33346512194951e-01
9.77237220955805e+01	6.60423477627222e-01,-3.37925625280846e-01
9.99999999999995e+01	6.54027877321035e-01,-3.42448195772446e-01
1.02329299228075e+02	6.47462294368318e-01,-3.46907032711809e-01
1.04712854805089e+02	6.40727100115529e-01,-3.51294795398137e-01
1.07151930523760e+02	6.33823054123631e-01,-3.55604013613109e-01
1.09647819614318e+02	6.26751321356731e-01,-3.59827109838694e-01
1.12201845430196e+02	6.19513488073736e-01,-3.63956423430278e-01
1.14815362149688e+02	6.12111576202560e-01,-3.67984236683608e-01
1.17489755493952e+02	6.04548055975752e-01,-3.71902802708448e-01
1.20226443461741e+02	5.96825856608774e-01,-3.75704374995174e-01
1.23026877081237e+02	5.88948374807859e-01,-3.79381238533305e-01
1.25892541179416e+02	5.80919480903669e-01,-3.82925742313488e-01
1.28824955169313e+02	5.72743522419905e-01,-3.86330333017346e-01
1.31825673855640e+02	5.64425324902775e-01,-3.89587589673203e-01
1.34896288259165e+02	5.55970189857697e-01,-3.92690259030800e-01
1.38038426460288e+02	5.47383889663882e-01,-3.95631291385056e-01
1.41253754462275e+02	5.38672659365088e-01,-3.98403876558429e-01
1.44543977074592e+02	5.29843185265881e-01,-4.01001479734019e-01
1.47910838816820e+02	5.20902590296553e-01,-4.03417876817743e-01
1.51356124843620e+02	5.11858416146160e-01,-4.05647188998204e-01
1.54881661891247e+02	5.02718602201324e-01,-4.07683916167722e-01
1.58489319246110e+02	4.93491461367853e-01,-4.09522968867720e-01
1.62181009735892e+02	4.84185652892279e-01,-4.11159698426507e-01
1.65958690743755e+02	4.74810152340219e-01,-4.12589924967686e-01
1.69824365246173e+02	4.65374218927384e-01,-4.13809962982866e-01
1.73780082874936e+02	4.55887360436222e-01,-4.14816644183121e-01
1.77827941003891e+02	4.46359295985839e-01,-4.15607337369331e-01
1.81970085860997e+02	4.36799916954258e-01,-4.16179965091988e-01
1.86208713666286e+02	4.27219246379546e-01,-4.16533016905640e-01
1.90546071796323e+02	4.17627397189224e-01,-4.16665559061430e-01
1.94984459975803e+02	4.08034529625220e-01,-4.16577240522342e-01
1.99526231496887e+02	3.98450808243922e-01,-4.16268295229211e-01
2.04173794466952e+02	3.88886358877437e-01,-4.15739540590316e-01
2.08929613085403e+02	3.79351225942750e-01,-4.14992372212660e-01
2.13796208950222e+02	3.69855330480145e-01,-4.14028754938040e-01
2.18776162394954e+02	3.60408429291028e-01,-4.12851210290702e-01
2.23872113856832e+02	3.51020075528589e-01,-4.11462800485124e-01
2.29086765276776e+02	3.41699581072794e-01,-4.09867109181344e-01
2.34422881531991e+02	3.32455980994599e-01,-4.08068219210650e-01
2.39883291901947e+02	3.23298000383607e-01,-4.06070687525748e-01
2.45470891568501e+02	3.14234023779335e-01,-4.03879517656228e-01
2.51188643150956e+02	3.05272067409493e-01,-4.01500129971890e-01
2.57039578276885e+02	2.96419754400108e-01,-3.98938330073045e-01
2.63026799189536e+02	2.87684293082577e-01,-3.96200275638124e-01
2.69153480392690e+02	2.79072458482713e-01,-3.93292442064861e-01
2.75422870333815e+02	2.70590577037244e-01,-3.90221587242028e-01
2.81838293126443e+02	2.62244514544729e-01,-3.86994715784518e-01
2.88403150312659e+02	2.54039667321153e-01,-3.83619043055719e-01
2.95120922666637e+02	2.45980956496075e-01,-3.80101959288126e-01
3.01995172040200e+02	2.38072825353599e-01,-3.76450994096381e-01
3.09029543251357e+02	2.30319239594068e-01,-3.72673781657006e-01
3.16227766016836e+02	2.22723690367432e-01,-3.68778026806514e-01
3.23593656929626e+02	2.15289199907991e-01,-3.64771472285004e-01
3.31131121482589e+02	2.08018329582716e-01,-3.60661867326188e-01
3.38844156139200e+02	2.00913190151666e-01,-3.56456937767807e-01
3.46736850452529e+02	1.93975454028990e-01,-3.52164357828943e-01
3.54813389233573e+02	1.87206369326622e-01,-3.47791723673421e-01
3.63078054770099e+02	1.80606775459744e-01,-3.43346528851664e-01
3.71535229097170e+02	1.74177120093196e-01,-3.38836141687547e-01
3.80189396320558e+02	1.67917477211001e-01,-3.34267784652156e-01
3.89045144994278e+02	1.61827566096672e-01,-3.29648515743341e-01
3.98107170553494e+02	1.55906771019723e-01,-3.24985211868642e-01
4.07380277804110e+02	1.50154161433382e-01,-3.20284554209830e-01
4.16869383470332e+02	1.44568512499700e-01,-3.15553015529943e-01
4.26579518801589e+02	1.39148325770590e-01,-3.10796849368522e-01
4.36515832240163e+02	1.33891849866605e-01,-3.06022081057565e-01
4.46683592150960e+02	1.28797101009152e-01,-3.01234500479717e-01
4.57088189614872e+02	1.23861883276032e-01,-2.96439656481171e-01
4.67735141287195e+02	1.19083808464534e-01,-2.91642852844640e-01
4.78630092322635e+02	1.14460315460441e-01,-2.86849145722504e-01
4.89778819368442e+02	1.09988689025230e-01,-2.82063342426607e-01
5.01187233627268e+02	1.05666077927100e-01,-2.77290001469137e-01
5.12861383991361e+02	1.01489512354285e-01,-2.72533433748339e-01
5.24807460249769e+02	9.74559205611822e-02,-2.67797704773381e-01
5.37031796370249e+02	9.35621447091409e-02,-2.63086637824329e-01
5.49540873857620e+02	8.98049558742181e-02,-2.58403817945759e-01
5.62341325190345e+02	8.61810682038003e-02,-2.53752596675881e-01
5.75439937337152e+02	8.26871522126862e-02,-2.49136097417043e-01
5.88843655355584e+02	7.93198472170394e-02,-2.44557221357971e-01
6.02559586074353e+02	7.60757729115470e-02,-2.40018653862986e-01
6.16595001861477e+02	7.29515401012017e-02,-2.35522871248627e-01
6.30957344480188e+02	6.99437606043831e-02,-2.31072147873421e-01
6.45654229034650e+02	6.70490563484015e-02,-2.26668563471993e-01
6.60693448007591e+02	6.42640676824208e-02,-2.22314010670178e-01
6.76082975391976e+02	6.15854609357527e-02,-2.18010202623160e-01
6.91830970918931e+02	5.90099352519682e-02,-2.13758680724001e-01
7.07945784384132e+02	5.65342287311508e-02,-2.09560822335027e-01
7.24435960074984e+02	5.41551239139799e-02,-2.05417848499535e-01
7.41310241300911e+02	5.18694526422323e-02,-2.01330831595963e-01
7.58577575029177e+02	4.96741003307805e-02,-1.97300702901209e-01
7.76247116628685e+02	4.75660096862919e-02,-1.93328260033982e-01
7.94328234724275e+02	4.55421839076463e-02,-1.89414174253039e-01
8.12830516164092e+02	4.35996894026320e-02,-1.85558997588873e-01
8.31763771102664e+02	4.17356580547935e-02,-1.81763169790787e-01
8.51138038202369e+02	3.99472890734277e-02,-1.78027025074492e-01
8.70963589956073e+02	3.82318504586879e-02,-1.74350798658178e-01
8.91250938133738e+02	3.65866801125994e-02,-1.70734633077683e-01
9.12010839355902e+02	3.50091866255327e-02,-1.67178584273712e-01
9.33254300796983e+02	3.34968497663504e-02,-1.63682627446193e-01
9.54992586021428e+02	3.20472207030713e-02,-1.60246662672794e-01
9.77237220955802e+02	3.06579219794837e-02,-1.56870520290258e-01
9.99999999999991e+02	2.93266472717222e-02,-1.53553966038768e-01
1.02329299228075e+03	2.80511609474048e-02,-1.50296705970801e-01
1.04712854805089e+03	2.68292974485202e-02,-1.47098391127115e-01
1.07151930523760e+03	2.56589605178792e-02,-1.43958621983453e-01
1.09647819614318e+03	2.45381222875944e-02,-1.40876952672398e-01
1.12201845430195e+03	2.34648222467469e-02,-1.37852894985504e-01
1.14815362149687e+03	2.24371661041396e-02,-1.34885922161401e-01
1.17489755493952e+03	2.14533245608227e-02,-1.31975472466062e-01
1.20226443461740e+03	2.05115320059203e-02,-1.29120952571753e-01
1.23026877081237e+03	1.96100851481849e-02,-1.26321740741522e-01
1.25892541179416e+03	1.87473415946573e-02,-1.23577189826228e-01
1.28824955169312e+03	1.79217183868222e-02,-1.20886630081309e-01
1.31825673855640e+03	1.71316905037156e-02,-1.18249371810514e-01
1.34896288259164e+03	1.63757893405632e-02,-1.15664707843877e-01
1.38038426460287e+03	1.56526011707086e-02,-1.13131915857173e-01
1.41253754462274e+03	1.49607655978224e-02,-1.10650260540041e-01
1.44543977074591e+03	1.42989740046670e-02,-1.08218995619853e-01
1.47910838816819e+03	1.36659680040297e-02,-1.05837365748291e-01
1.51356124843619e+03	1.30605378968171e-02,-1.03504608257443e-01
1.54881661891247e+03	1.24815211417370e-02,-1.01219954792039e-01
1.58489319246110e+03	1.19278008404662e-02,-9.89826328243093e-02
1.62181009735891e+03	1.13983042417190e-02,-9.67918670576839e-02
1.65958690743754e+03	1.08920012671851e-02,-9.46468807254095e-02
1.69824365246173e+03	1.04079030619022e-02,-9.25468967898937e-02
1.73780082874936e+03	9.94506057125087e-03,-9.04911390483982e-02
1.77827941003891e+03	9.50256314642354e-03,-8.84788331504651e-02
1.81970085860997e+03	9.07953717990988e-03,-8.65092075322440e-02
1.86208713666285e+03	8.67514477225894e-03,-8.45814942726607e-02
1.90546071796323e+03	8.28858243112691e-03,-8.26949298761508e-02
1.94984459975803e+03	7.91907980338908e-03,-8.08487559864619e-02
1.99526231496886e+03	7.56589844088951e-03,-7.90422200358142e-02
2.04173794466951e+03	7.22833060021647e-03,-7.72745758335023e-02
2.08929613085402e+03	6.90569807672703e-03,-7.55450840978128e-02
2.13796208950221e+03	6.59735107289698e-03,-7.38530129349401e-02
2.18776162394953e+03	6.30266710094140e-03,-7.21976382683848e-02
2.23872113856832e+03	6.02104991953605e-03,-7.05782442221385e-02
2.29086765276775e+03	5.75192850436830e-03,-6.89941234607766e-02
2.34422881531990e+03	5.49475605215749e-03,-6.74445774894111e-02
2.39883291901947e+03	5.24900901770746e-03,-6.59289169162888e-02
2.45470891568501e+03	5.01418618348766e-03,-6.44464616806620e-02
2.51188643150955e+03	4.78980776118204e-03,-6.29965412484100e-02
2.57039578276884e+03	4.57541452459678e-03,-6.15784947777395e-02
2.63026799189535e+03	4.37056697327786e-03,-6.01916712571624e-02
2.69153480392689e+03	4.17484452615558e-03,-5.88354296178083e-02
2.75422870333814e+03	3.98784474450722e-03,-5.75091388220144e-02
2.81838293126442e+03	3.80918258350707e-03,-5.62121779300067e-02
2.88403150312658e+03	3.63848967161792e-03,-5.49439361463829e-02
2.95120922666635e+03	3.47541361706640e-03,-5.37038128479935e-02
3.01995172040198e+03	3.31961734063751e-03,-5.24912175947208e-02
3.09029543251356e+03	3.17077843402036e-03,-5.13055701245585e-02
3.16227766016835e+03	3.02858854293650e-03,-5.01463003343020e-02
3.23593656929625e+03	2.89275277428522e-03,-4.90128482470792e-02
3.31131121482588e+03	2.76298912654498e-03,-4.79046639678651e-02
3.38844156139199e+03	2.63902794267762e-03,-4.68212076280516e-02
3.46736850452528e+03	2.52061138479091e-03,-4.57619493200697e-02
3.54813389233572e+03	2.40749292982606e-03,-4.47263690229961e-02
3.63078054770097e+03	2.29943688554878e-03,-4.37139565200104e-02
3.71535229097168e+03	2.19621792613602e-03,-4.27242113085107e-02
3.80189396320557e+03	2.09762064666481e-03,-4.17566425036388e-02
3.89045144994276e+03	2.00343913582464e-03,-4.08107687359139e-02
3.98107170553493e+03	1.91347656619107e-03,-3.98861180436235e-02
4.07380277804108e+03	1.82754480141410e-03,-3.89822277605736e-02
4.16869383470331e+03	1.74546401969196e-03,-3.80986443997587e-02
4.26579518801588e+03	1.66706235291801e-03,-3.72349235334673e-02
4.36515832240161e+03	1.59217554090526e-03,-3.63906296703055e-02
4.46683592150958e+03	1.52064660011094e-03,-3.55653361295801e-02
4.57088189614870e+03	1.45232550630049e-03,-3.47586249134536e-02
4.67735141287193e+03	1.38706889060768e-03,-3.39700865772488e-02
4.78630092322633e+03	1.32473974846502e-03,-3.31993200982543e-02
4.89778819368441e+03	1.26520716089528e-03,-3.24459327433515e-02
5.01187233627267e+03	1.20834602767223e-03,-3.17095399357606e-02
5.12861383991359e+03	1.15403681187483e-03,-3.09897651211793e-02
5.24807460249767e+03	1.10216529537591e-03,-3.02862396335628e-02
5.37031796370247e+03	1.05262234482198e-03,-2.95986025607770e-02
5.49540873857618e+03	1.00530368767685e-03,-2.89265006103329e-02
5.62341325190343e+03	9.60109697916862e-04,-2.82695879753965e-02
5.75439937337150e+03	9.16945190980716e-04,-2.76275262012484e-02
5.88843655355582e+03	8.75719227591441e-04,-2.69999840523526e-02
6.02559586074351e+03	8.36344926082236e-04,-2.63866373801806e-02
6.16595001861475e+03	7.98739282871929e-04,-2.57871689919219e-02
6.30957344480186e+03	7.62823000749161e-04,-2.52012685201988e-02
6.45654229034648e+03	7.28520324637544e-04,-2.46286322938948e-02
6.60693448007588e+03	6.95758884526707e-04,-2.40689632101909e-02
6.76082975391974e+03	6.64469545266462e-04,-2.35219706078976e-02
6.91830970918928e+03	6.34586262933209e-04,-2.29873701421579e-02
7.07945784384129e+03	6.06045947489241e-04,-2.24648836605912e-02
7.24435960074981e+03	5.78788331466733e-04,-2.19542390809376e-02
7.41310241300908e+03	5.52755844418956e-04,-2.14551702702540e-02
7.58577575029174e+03	5.27893492891692e-04,-2.09674169257105e-02
7.76247116628682e+03	5.04148745677769e-04,-2.04907244570246e-02
7.94328234724272e+03	4.81471424127404e-04,-2.00248438705670e-02
8.12830516164089e+03	4.59813597296290e-04,-1.95695316551687e-02
8.31763771102661e+03	4.39129481722380e-04,-1.91245496696506e-02
8.51138038202366e+03	4.19375345630961e-04,-1.86896650320958e-02
8.70963589956070e+03	4.00509417375949e-04,-1.82646500108785e-02
8.91250938133734e+03	3.82491797933333e-04,-1.78492819174598e-02
9.12010839355898e+03	3.65284377270408e-04,-1.74433430009578e-02
9.33254300796979e+03	3.48850754421862e-04,-1.70466203444952e-02
9.54992586021424e+03	3.33156161110882e-04,-1.66589057633262e-02
9.77237220955798e+03	3.18167388760303e-04,-1.62799957047388e-02
9.99999999999987e+03	3.03852718745403e-04,-1.59096911497305e-02
1.02329299228074e+04	2.90181855746241e-04,-1.55477975164479e-02
1.04712854805089e+04	2.77125864063518e-04,-1.51941245653838e-02
1.07151930523759e+04	2.64657106767751e-04,-1.48484863063197e-02
1.09647819614317e+04	2.52749187557118e-04,-1.45107009070015e-02
1.12201845430195e+04	2.41376895204726e-04,-1.41805906035350e-02
1.14815362149687e+04	2.30516150481140e-04,-1.38579816124854e-02
1.17489755493951e+04	2.20143955442979e-04,-1.35427040446642e-02
1.20226443461740e+04	2.10238344983091e-04,-1.32345918205867e-02
1.23026877081237e+04	2.00778340542339e-04,-1.29334825875806e-02
1.25892541179415e+04	1.91743905887384e-04,-1.26392176385266e-02
