Freq.	V(n001)
3.54813389233574e+01	9.52664584743248e-01,-2.12434553884035e-01
3.63078054770100e+01	9.50543021000577e-01,-2.16898800368947e-01
3.71535229097171e+01	9.48331572891876e-01,-2.21434776092121e-01
3.80189396320559e+01	9.46026901749497e-01,-2.26042114198535e-01
3.89045144994279e+01	9.43625587553093e-01,-2.30720323400185e-01
3.98107170553495e+01	9.41124131016019e-01,-2.35468779947224e-01
4.07380277804111e+01	9.38518956161123e-01,-2.40286719355243e-01
4.16869383470333e+01	9.35806413425210e-01,-2.45173227905560e-01
4.26579518801591e+01	9.32982783332544e-01,-2.50127233939096e-01
4.36515832240164e+01	9.30044280778688e-01,-2.55147498968343e-01
4.46683592150961e+01	9.26987059966566e-01,-2.60232608636400e-01
4.57088189614873e+01	9.23807220036992e-01,-2.65380963556547e-01
4.67735141287196e+01	9.20500811435839e-01,-2.70590770070994e-01
4.78630092322636e+01	9.17063843059603e-01,-2.75860030972582e-01
4.89778819368444e+01	9.13492290220123e-01,-2.81186536238957e-01
5.01187233627270e+01	9.09782103467809e-01,-2.86567853834508e-01
5.12861383991362e+01	9.05929218310606e-01,-2.92001320641513e-01
5.24807460249770e+01	9.01929565863206e-01,-2.97484033588260e-01
5.37031796370250e+01	8.97779084457528e-01,-3.03012841048351e-01
5.49540873857622e+01	8.93473732241236e-01,-3.08584334591900e-01
5.62341325190346e+01	8.89009500785927e-01,-3.14194841175942e-01
5.75439937337154e+01	8.84382429720533e-01,-3.19840415867786e-01
5.88843655355586e+01	8.79588622398575e-01,-3.25516835201267e-01
6.02559586074355e+01	8.74624262599730e-01,-3.31219591271977e-01
6.16595001861479e+01	8.69485632257234e-01,-3.36943886682911e-01
6.30957344480190e+01	8.64169130192421e-01,-3.42684630457074e-01
6.45654229034652e+01	8.58671291826530e-01,-3.48436435037769e-01
6.60693448007593e+01	8.52988809827597e-01,-3.54193614500745e-01
6.76082975391978e+01	8.47118555637030e-01,-3.59950184104530e-01
6.91830970918933e+01	8.41057601806136e-01,-3.65699861306510e-01
7.07945784384134e+01	8.34803245057777e-01,-3.71436068371828e-01
7.24435960074986e+01	8.28353029972458e-01,-3.77151936700221e-01
7.41310241300914e+01	8.21704773181579e-01,-3.82840312992169e-01
7.58577575029180e+01	8.14856587933746e-01,-3.88493767369887e-01
7.76247116628688e+01	8.07806908882782e-01,-3.94104603560918e-01
7.94328234724277e+01	8.00554516929030e-01,-3.99664871241787e-01
8.12830516164095e+01	7.93098563928702e-01,-4.05166380626717e-01
8.31763771102667e+01	7.85438597069895e-01,-4.10600719371262e-01
8.51138038202372e+01	7.77574582698649e-01,-4.15959271843276e-01
8.70963589956076e+01	7.69506929364651e-01,-4.21233240793383e-01
8.91250938133741e+01	7.61236509844029e-01,-4.26413671434697e-01
9.12010839355905e+01	7.52764681886772e-01,-4.31491477916553e-01
9.33254300796986e+01	7.44093307428861e-01,-4.36457472149911e-01
9.54992586021431e+01	7.35224770004738e-01,-4.41302394913129e-01
9.77237220955805e+01	7.26161990094633e-01,-4.46016949136043e-01
9.99999999999995e+01	7.16908438143742e-01,-4.50591835228527e-01
1.02329299228075e+02	7.07468144996821e-01,-4.55017788286915e-01
1.04712854805089e+02	6.97845709502515e-01,-4.59285616978783e-01
1.07151930523760e+02	6.88046303056886e-01,-4.63386243873935e-01
1.09647819614318e+02	6.78075670875384e-01,-4.67310746957712e-01
1.12201845430196e+02	6.67940129806678e-01,-4.71050402032629e-01
1.14815362149688e+02	6.57646562530533e-01,-4.74596725686461e-01
1.17489755493952e+02	6.47202408014763e-01,-4.77941518480133e-01
1.20226443461741e+02	6.36615648143309e-01,-4.81076907987310e-01
1.23026877081237e+02	6.25894790467733e-01,-4.83995391300860e-01
1.25892541179416e+02	6.15048847077798e-01,-4.86689876609207e-01
1.28824955169313e+02	6.04087309632553e-01,-4.89153723438829e-01
1.31825673855640e+02	5.93020120640500e-01,-4.91380781158485e-01
1.34896288259165e+02	5.81857641125390e-01,-4.93365425346053e-01
1.38038426460288e+02	5.70610614862202e-01,-4.95102591630404e-01
1.41253754462275e+02	5.59290129414511e-01,-4.96587806638985e-01
1.44543977074592e+02	5.47907574249401e-01,-4.97817215706009e-01
1.47910838816820e+02	5.36474596247887e-01,-4.98787607026632e-01
1.51356124843620e+02	5.25003052966896e-01,-4.99496431978548e-01
1.54881661891247e+02	5.13504964042248e-01,-4.99941821373580e-01
1.58489319246110e+02	5.01992461149983e-01,-5.00122597447453e-01
1.62181009735892e+02	4.90477736965396e-01,-5.00038281445119e-01
1.65958690743755e+02	4.78972993574370e-01,-4.99689096710899e-01
1.69824365246173e+02	4.67490390800120e-01,-4.99075967246395e-01
1.73780082874936e+02	4.56041994909650e-01,-4.98200511753506e-01
1.77827941003891e+02	4.44639728158495e-01,-4.97065033233830e-01
1.81970085860997e+02	4.33295319619450e-01,-4.95672504268452e-01
1.86208713666286e+02	4.22020257721250e-01,-4.94026548152493e-01
1.90546071796323e+02	4.10825744897628e-01,-4.92131416105599e-01
1.94984459975803e+02	3.99722654715396e-01,-4.89991960822611e-01
1.99526231496887e+02	3.88721491813997e-01,-4.87613606666472e-01
2.04173794466952e+02	3.77832354948109e-01,-4.85002316838151e-01
2.08929613085403e+02	3.67064903381348e-01,-4.82164557884716e-01
2.13796208950222e+02	3.56428326832650e-01,-4.79107261927282e-01
2.18776162394954e+02	3.45931319129389e-01,-4.75837787004492e-01
2.23872113856832e+02	3.35582055673371e-01,-4.72363875934717e-01
2.29086765276776e+02	3.25388174778003e-01,-4.68693614101701e-01
2.34422881531991e+02	3.15356762888751e-01,-4.64835386563690e-01
2.39883291901947e+02	3.05494343654730e-01,-4.60797834875936e-01
2.45470891568501e+02	2.95806870777663e-01,-4.56589814001283e-01
2.51188643150956e+02	2.86299724526320e-01,-4.52220349663726e-01
2.57039578276885e+02	2.76977711770059e-01,-4.47698596476253e-01
2.63026799189536e+02	2.67845069354893e-01,-4.43033797147385e-01
2.69153480392690e+02	2.58905470619588e-01,-4.38235243041475e-01
2.75422870333815e+02	2.50162034827921e-01,-4.33312236336615e-01
2.81838293126443e+02	2.41617339276387e-01,-4.28274053991633e-01
2.88403150312659e+02	2.33273433824398e-01,-4.23129913700704e-01
2.95120922666637e+02	2.25131857585824e-01,-4.17888941981314e-01
3.01995172040200e+02	2.17193657516849e-01,-4.12560144509098e-01
3.09029543251357e+02	2.09459408635041e-01,-4.07152378781799e-01
3.16227766016836e+02	2.01929235607619e-01,-4.01674329165131e-01
3.23593656929626e+02	1.94602835453523e-01,-3.96134484345303e-01
3.31131121482589e+02	1.87479501112812e-01,-3.90541117187360e-01
3.38844156139200e+02	1.80558145648354e-01,-3.84902266975006e-01
3.46736850452529e+02	1.73837326858005e-01,-3.79225723986587e-01
3.54813389233573e+02	1.67315272090171e-01,-3.73519016343455e-01
3.63078054770099e+02	1.60989903071613e-01,-3.67789399050895e-01
3.71535229097170e+02	1.54858860572873e-01,-3.62043845138424e-01
3.80189396320558e+02	1.48919528753730e-01,-3.56289038795182e-01
3.89045144994278e+02	1.43169059048302e-01,-3.50531370387475e-01
3.98107170553494e+02	1.37604393466505e-01,-3.44776933238944e-01
4.07380277804110e+02	1.32222287205107e-01,-3.39031522049436e-01
4.16869383470332e+02	1.27019330477955e-01,-3.33300632825961e-01
4.26579518801589e+02	1.21991969490158e-01,-3.27589464198241e-01
4.36515832240163e+02	1.17136526495780e-01,-3.21902919991876e-01
4.46683592150960e+02	1.12449218892140e-01,-3.16245612934042e-01
4.57088189614872e+02	1.07926177316482e-01,-3.10621869369647e-01
4.67735141287195e+02	1.03563462722399e-01,-3.05035734869783e-01
4.78630092322635e+02	9.93570824239428e-02,-2.99490980619074e-01
4.89778819368442e+02	9.53030051046515e-02,-2.93991110473889e-01
5.01187233627268e+02	9.13971747974528e-02,-2.88539368589149e-01
5.12861383991361e+02	8.76355238484419e-02,-2.83138747517716e-01
5.24807460249769e+02	8.40139848840721e-02,-2.77791996692717e-01
5.37031796370249e+02	8.05285018068969e-02,-2.72501631209649e-01
5.49540873857620e+02	7.71750398492254e-02,-2.67269940831727e-01
5.62341325190345e+02	7.39495947181844e-02,-2.62098999148352e-01
5.75439937337152e+02	7.08482008684524e-02,-2.56990672823004e-01
5.88843655355584e+02	6.78669389412723e-02,-2.51946630873022e-01
6.02559586074353e+02	6.50019424101261e-02,-2.46968353929710e-01
6.16595001861477e+02	6.22494034745396e-02,-2.42057143432897e-01
6.30957344480188e+02	5.96055782439597e-02,-2.37214130719534e-01
6.45654229034650e+02	5.70667912540901e-02,-2.32440285970966e-01
6.60693448007591e+02	5.46294393577479e-02,-2.27736426988312e-01
6.76082975391976e+02	5.22899950316685e-02,-2.23103227769896e-01
6.91830970918931e+02	5.00450091401184e-02,-2.18541226868709e-01
7.07945784384132e+02	4.78911131949254e-02,-2.14050835511760e-01
7.24435960074984e+02	4.58250211504726e-02,-2.09632345466597e-01
7.41310241300911e+02	4.38435307706588e-02,-2.05285936643492e-01
7.58577575029177e+02	4.19435246035129e-02,-2.01011684424592e-01
7.76247116628685e+02	4.01219705973828e-02,-1.96809566713983e-01
7.94328234724275e+02	3.83759223911004e-02,-1.92679470704861e-01
8.12830516164092e+02	3.67025193087899e-02,-1.88621199362095e-01
8.31763771102664e+02	3.50989860882424e-02,-1.84634477620256e-01
8.51138038202369e+02	3.35626323701592e-02,-1.80718958298778e-01
8.70963589956073e+02	3.20908519738510e-02,-1.76874227737284e-01
8.91250938133738e+02	3.06811219832370e-02,-1.73099811155328e-01
9.12010839355902e+02	2.93310016655006e-02,-1.69395177741769e-01
9.33254300796983e+02	2.80381312430995e-02,-1.65759745479884e-01
9.54992586021428e+02	2.68002305383817e-02,-1.62192885714996e-01
9.77237220955802e+02	2.56150975084156e-02,-1.58693927472016e-01
9.99999999999991e+02	2.44806066866081e-02,-1.55262161530678e-01
1.02329299228075e+03	2.33947075458852e-02,-1.51896844266683e-01
1.04712854805089e+03	2.23554227974007e-02,-1.48597201267141e-01
1.07151930523760e+03	2.13608466371630e-02,-1.45362430728933e-01
1.09647819614318e+03	2.04091429521973e-02,-1.42191706648658e-01
1.12201845430195e+03	1.94985434964833e-02,-1.39084181812910e-01
1.14815362149687e+03	1.86273460461011e-02,-1.36038990597581e-01
1.17489755493952e+03	1.77939125420510e-02,-1.33055251584812e-01
1.20226443461740e+03	1.69966672284224e-02,-1.30132070006103e-01
1.23026877081237e+03	1.62340947925473e-02,-1.27268540019957e-01
1.25892541179416e+03	1.55047385133715e-02,-1.24463746832235e-01
1.28824955169312e+03	1.48071984232511e-02,-1.21716768667224e-01
1.31825673855640e+03	1.41401294880290e-02,-1.19026678597157e-01
1.34896288259164e+03	1.35022398094474e-02,-1.16392546237728e-01
1.38038426460287e+03	1.28922888535669e-02,-1.13813439316881e-01
1.41253754462274e+03	1.23090857082831e-02,-1.11288425123880e-01
1.44543977074591e+03	1.17514873725342e-02,-1.08816571845430e-01
1.47910838816819e+03	1.12183970796163e-02,-1.06396949795332e-01
1.51356124843619e+03	1.07087626563010e-02,-1.04028632543890e-01
1.54881661891247e+03	1.02215749194740e-02,-1.01710697953035e-01
1.58489319246110e+03	9.75586611132064e-03,-9.94422291228531e-02
1.62181009735891e+03	9.31070837424620e-03,-9.72223152549301e-02
1.65958690743754e+03	8.88521226605139e-03,-9.50500524377071e-02
1.69824365246173e+03	8.47852531596198e-03,-9.29245443587473e-02
1.73780082874936e+03	8.08983062169708e-03,-9.08449029485991e-02
1.77827941003891e+03	7.71834548782179e-03,-8.88102489606802e-02
1.81970085860997e+03	7.36332010514797e-03,-8.68197124914004e-02
1.86208713666285e+03	7.02403627117610e-03,-8.48724334444896e-02
1.90546071796323e+03	6.69980615110182e-03,-8.29675619433103e-02
1.94984459975803e+03	6.38997107910038e-03,-8.11042586947016e-02
1.99526231496886e+03	6.09390039926028e-03,-7.92816953077231e-02
2.04173794466951e+03	5.81099034559010e-03,-7.74990545704669e-02
2.08929613085402e+03	5.54066296057196e-03,-7.57555306879132e-02
2.13796208950221e+03	5.28236505123336e-03,-7.40503294836647e-02
2.18776162394953e+03	5.03556718234870e-03,-7.23826685681787e-02
2.23872113856832e+03	4.79976270556396e-03,-7.07517774760116e-02
2.29086765276775e+03	4.57446682391703e-03,-6.91568977743926e-02
2.34422881531990e+03	4.35921569069187e-03,-6.75972831453324e-02
2.39883291901947e+03	4.15356554174173e-03,-6.60721994433248e-02
2.45470891568501e+03	3.95709186044197e-03,-6.45809247305658e-02
2.51188643150955e+03	3.76938857428969e-03,-6.31227492915035e-02
2.57039578276884e+03	3.59006728224794e-03,-6.16969756284092e-02
2.63026799189535e+03	3.41875651191224e-03,-6.03029184395540e-02
2.69153480392689e+03	3.25510100555991e-03,-5.89399045814714e-02
2.75422870333814e+03	3.09876103424103e-03,-5.76072730166874e-02
2.81838293126442e+03	2.94941173888739e-03,-5.63043747482129e-02
2.88403150312658e+03	2.80674249768639e-03,-5.50305727419993e-02
2.95120922666635e+03	2.67045631865439e-03,-5.37852418384871e-02
3.01995172040198e+03	2.54026925680196e-03,-5.25677686542847e-02
3.09029543251356e+03	2.41590985472127e-03,-5.13775514749650e-02
3.16227766016835e+03	2.29711860606389e-03,-5.02140001398745e-02
3.23593656929625e+03	2.18364744087629e-03,-4.90765359198078e-02
3.31131121482588e+03	2.07525923215409e-03,-4.79645913883237e-02
3.38844156139199e+03	1.97172732265015e-03,-4.68776102874397e-02
3.46736850452528e+03	1.87283507138664e-03,-4.58150473883705e-02
3.54813389233572e+03	1.77837541904541e-03,-4.47763683479396e-02
3.63078054770097e+03	1.68815047140223e-03,-4.37610495612493e-02
3.71535229097168e+03	1.60197110037600e-03,-4.27685780111349e-02
3.80189396320557e+03	1.51965656174858e-03,-4.17984511149084e-02
3.89045144994276e+03	1.44103412901691e-03,-4.08501765688455e-02
3.98107170553493e+03	1.36593874285591e-03,-3.99232721908363e-02
4.07380277804108e+03	1.29421267532650e-03,-3.90172657615947e-02
4.16869383470331e+03	1.22570520847978e-03,-3.81316948647813e-02
4.26579518801588e+03	1.16027232664670e-03,-3.72661067263690e-02
4.36515832240161e+03	1.09777642186389e-03,-3.64200580535583e-02
4.46683592150958e+03	1.03808601201727e-03,-3.55931148735146e-02
4.57088189614870e+03	9.81075471004453e-04,-3.47848523721864e-02
4.67735141287193e+03	9.26624770624079e-04,-3.39948547334328e-02
4.78630092322633e+03	8.74619233529437e-04,-3.32227149786769e-02
4.89778819368441e+03	8.24949296901265e-04,-3.24680348072735e-02
5.01187233627267e+03	7.77510286396331e-04,-3.17304244377702e-02
5.12861383991359e+03	7.32202199836530e-04,-3.10095024502196e-02
5.24807460249767e+03	6.88929500366318e-04,-3.03048956296864e-02
5.37031796370247e+03	6.47600918617977e-04,-2.96162388110803e-02
5.49540873857618e+03	6.08129263462483e-04,-2.89431747254294e-02
5.62341325190343e+03	5.70431241070251e-04,-2.82853538477012e-02
5.75439937337150e+03	5.34427281891987e-04,-2.76424342462619e-02
5.88843655355582e+03	5.00041375150766e-04,-2.70140814340582e-02
6.02559586074351e+03	4.67200910726500e-04,-2.63999682215941e-02
6.16595001861475e+03	4.35836527826373e-04,-2.57997745717664e-02
6.30957344480186e+03	4.05881970420309e-04,-2.52131874566155e-02
6.45654229034648e+03	3.77273949017688e-04,-2.46399007160385e-02
6.60693448007588e+03	3.49952008491721e-04,-2.40796149185062e-02
6.76082975391974e+03	3.23858401777799e-04,-2.35320372238179e-02
6.91830970918928e+03	2.98937969124855e-04,-2.29968812479231e-02
7.07945784384129e+03	2.75138022707767e-04,-2.24738669298322e-02
7.24435960074981e+03	2.52408236273950e-04,-2.19627204006342e-02
7.41310241300908e+03	2.30700539790137e-04,-2.14631738546341e-02
7.58577575029174e+03	2.09969018626659e-04,-2.09749654226197e-02
7.76247116628682e+03	1.90169817309530e-04,-2.04978390472609e-02
7.94328234724272e+03	1.71261047484061e-04,-2.00315443606448e-02
8.12830516164089e+03	1.53202699998822e-04,-1.95758365639418e-02
8.31763771102661e+03	1.35956560855448e-04,-1.91304763092004e-02
8.51138038202366e+03	1.19486130945356e-04,-1.86952295832603e-02
8.70963589956070e+03	1.03756549290947e-04,-1.82698675937748e-02
8.91250938133734e+03	8.87345197661844e-05,-1.78541666573302e-02
9.12010839355898e+03	7.43882410509196e-05,-1.74479080896454e-02
9.33254300796979e+03	6.06873396752895e-05,-1.70508780978373e-02
9.54992586021424e+03	4.76028061089163e-05,-1.66628676747334e-02
9.77237220955798e+03	3.51069336513817e-05,-1.62836724952108e-02
9.99999999999987e+03	2.31732600672736e-05,-1.59130928145408e-02
1.02329299228074e+04	1.17765118256317e-05,-1.55509333687190e-02
1.04712854805089e+04	8.92550805566054e-07,-1.51970032767534e-02
1.07151930523759e+04	-9.50167654664641e-06,-1.48511159448921e-02
1.09647819614317e+04	-1.94281879218089e-05,-1.45130889727583e-02
1.12201845430195e+04	-2.89080115178153e-05,-1.41827440613745e-02
1.14815362149687e+04	-3.79612304484131e-05,-1.38599069230444e-02
1.17489755493951e+04	-4.66070251445769e-05,-1.35444071930665e-02
1.20226443461740e+04	-5.48637138201514e-05,-1.32360783432553e-02
1.23026877081237e+04	-6.27487911518876e-05,-1.29347575972379e-02
